description,cause_of_incident,from_road,to_road,affected_roads,incident_category_desc,magnitude_of_delay_desc,length_in_meters,delay_in_seconds,incident_date,incident_time
queuing traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Moderate,384,134,2018-10-23,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Rua do Centro / Rua Comandante José Luís de Pina,,Jam,Major,440,132,2018-10-23,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,1283,274,2018-10-23,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,908,239,2018-10-23,19:45:01
stationary traffic,,Praça Cidade Igualada / Rua Calouste Gulbenkian,Rua Doutor Eduardo de Almeida,,Jam,Major,358,261,2018-10-23,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,734,264,2018-10-23,19:45:01
slow traffic,,Rua Eduardo Manuel De Almeida (N105),"Acesso A11, Guimarães Sul (N105)",N105,Jam,Minor,442,60,2018-10-23,19:45:01
stationary traffic,,Rua Calouste Gulbenkian / Rua Carlos Malheiro Dias,Rua Dona Constança de Noronha (N101),,Jam,Major,322,240,2018-10-23,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,733,200,2018-10-23,19:45:01
queuing traffic,,Rua Cónogo Doutor Manuel Faria (N309),N207-4 (N309),N309,Jam,Moderate,557,154,2018-10-23,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,155,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,908,264,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,209,2018-10-22,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,615,227,2018-10-22,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1143,164,2018-10-22,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,615,120,2018-10-22,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,498,157,2018-10-22,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,1143,162,2018-10-22,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,298,428,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,1084,581,2018-10-22,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,498,163,2018-10-22,19:45:01
stationary traffic,,N105 (N206),Rua 25 De Abril (N206),N206,Jam,Major,1820,288,2018-10-22,19:45:01
stationary traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Major,697,172,2018-10-22,19:45:01
stationary traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Major,1084,263,2018-10-22,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,791,160,2018-10-22,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,615,253,2018-10-22,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,295,152,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,557,130,2018-10-22,19:45:01
queuing traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Moderate,557,153,2018-10-22,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,205,122,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,670,167,2018-10-22,19:45:01
queuing traffic,,Rua Eduardo Manuel De Almeida (N105),Rua De Angola (N105),N105,Jam,Moderate,245,49,2018-10-22,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,235,147,2018-10-22,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,260,252,2018-10-22,19:45:01
slow traffic,,N206 (N105),"Acesso A11, Guimarães Sul (N105)",N105,Jam,Minor,1846,177,2018-10-22,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,1087,209,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,733,330,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,733,337,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,674,169,2018-10-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,557,146,2018-10-22,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,946,210,2018-10-22,19:45:01
slow traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Minor,329,30,2018-10-22,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,946,223,2018-10-22,19:45:01
queuing traffic,,Rua Palácio da Justiça / Avenida da Grande Guerra,Rua Calouste Gulbenkian,,Jam,Moderate,493,162,2018-10-22,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1338,340,2018-10-22,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,946,251,2018-10-22,19:45:01
stationary traffic,,Rua Eduardo Manuel De Almeida (N105),Rua De Angola (N105),N105,Jam,Major,245,63,2018-10-21,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,236,143,2018-10-21,19:45:01
stationary traffic,,Estrada Nacional 105,Rua Rómulo de Carvalho (N309),,Jam,Major,736,120,2018-10-21,19:45:01
stationary traffic,,Rua De São Gonçalo/Rua De Gil Vicente (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,297,193,2018-10-21,19:45:01
queuing traffic,,Rua De Cam?es (N101),Largo Da República Do Brasil (N101),N101,Jam,Moderate,322,166,2018-10-21,19:45:01
queuing traffic,,Rua De São Gonçalo/Rua De Gil Vicente (N101),Largo Da República Do Brasil (N101),N101,Jam,Moderate,482,233,2018-10-21,19:45:01
stationary traffic,,Rua De São Gonçalo/Rua De Gil Vicente (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,470,378,2018-10-21,19:45:01
stationary traffic,,"Acesso A11, Guimarães Sul (N105)",Rua Eduardo Manuel De Almeida (N105),N105,Jam,Major,371,110,2018-10-20,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,967,160,2018-10-20,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,609,128,2018-10-20,19:45:01
stationary traffic,,Avenida Dom João IV / Largo Dom Domingos da Silva Gonçalves,Largo da República do Brasil (N101),,Jam,Major,205,149,2018-10-20,19:45:01
stationary traffic,,Largo 25 de Abril (N101),Largo de Navarros de Andrade,,Jam,Major,258,171,2018-10-20,19:45:01
queuing traffic,,Estrada Nacional 105,Travessa Nossa Senhora da Conceição,,Jam,Moderate,349,41,2018-10-20,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,122,2018-10-20,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,122,2018-10-20,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,198,2018-10-20,19:45:01
stationary traffic,,Rua Doutor Bento Cardoso / Rua da Liberdade,Largo 25 de Abril (N101),,Jam,Major,205,162,2018-10-20,19:45:01
stationary traffic,,N101,Urgezes,,Jam,Major,709,267,2018-10-20,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,162,2018-10-20,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,521,160,2018-10-20,19:45:01
queuing traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Moderate,521,142,2018-10-20,19:45:01
slow traffic,,Rua Eduardo Manuel De Almeida (N105),Rua De Angola (N105),N105,Jam,Minor,245,27,2018-10-19,19:45:01
stationary traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Major,1143,307,2018-10-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,845,199,2018-10-19,19:45:01
stationary traffic,,Avenida do Rio de Janeiro,Praça Cidade Igualada / Rua Dom Cristovão de São Boaventura,,Jam,Major,147,131,2018-10-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,670,203,2018-10-19,19:45:01
stationary traffic,,Alameda Doutor Alfredo Pimenta (N101),Rua Cónego Manuel Faria / Rua de Alexandre Herculano,,Jam,Major,264,221,2018-10-19,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,498,360,2018-10-19,19:45:01
slow traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Minor,1143,136,2018-10-19,19:45:01
stationary traffic,,Avenida do Rio de Janeiro,Praça Cidade Igualada / Rua Dom Cristovão de São Boaventura,,Jam,Major,147,131,2018-10-19,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,1143,352,2018-10-19,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1143,175,2018-10-19,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,321,251,2018-10-19,19:45:01
stationary traffic,,Avenida do Rio de Janeiro,Praça Cidade Igualada / Rua Dom Cristovão de São Boaventura,,Jam,Major,147,131,2018-10-19,19:45:01
queuing traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Moderate,646,112,2018-10-19,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,908,165,2018-10-19,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,384,299,2018-10-19,19:45:01
queuing traffic,,N101,Urgezes,,Jam,Moderate,726,205,2018-10-19,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,850,178,2018-10-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,133,2018-10-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua De Teixeira De Pascoais (N101),N101,Jam,Major,195,142,2018-10-19,19:45:01
stationary traffic,,Rua De São Gonçalo/Rua De Gil Vicente (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,315,210,2018-10-19,19:45:01
queuing traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Moderate,498,142,2018-10-19,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,304,184,2018-10-19,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,384,120,2018-10-19,19:45:01
slow traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Minor,1084,146,2018-10-19,19:45:01
stationary traffic,,Rua Francisco dos Santos Guimarães,Rua Eduardo Manuel de Almeida,,Jam,Major,446,108,2018-10-19,19:45:01
stationary traffic,,Rua Doutor Bento Cardoso / Rua da Liberdade,Largo 25 de Abril (N101),,Jam,Major,205,156,2018-10-19,19:45:01
queuing traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Moderate,543,126,2018-10-19,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,235,159,2018-10-19,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,1084,156,2018-10-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,967,297,2018-10-19,19:45:01
stationary traffic,,Rua Doutor Bento Cardoso / Rua da Liberdade,Largo 25 de Abril (N101),,Jam,Major,205,341,2018-10-19,19:45:01
stationary traffic,,Rua Cónogo Doutor Manuel Faria (N309),Rua 24 de Junho (N309),N309,Jam,Major,440,131,2018-10-19,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,178,164,2018-10-19,19:45:01
stationary traffic,,Rua Eduardo Manuel De Almeida (N105),"Acesso A11, Guimarães Sul (N105)",N105,Jam,Major,393,114,2018-10-19,19:45:01
stationary traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Major,421,127,2018-10-19,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,1180,344,2018-10-19,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,543,155,2018-10-19,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,236,181,2018-10-19,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,1004,354,2018-10-19,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,674,273,2018-10-19,19:45:01
queuing traffic,,N101,Urgezes,,Jam,Moderate,557,182,2018-10-19,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,295,208,2018-10-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,967,368,2018-10-19,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,205,138,2018-10-19,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,733,144,2018-10-19,19:45:01
stationary traffic,,Rua da Remolha,Rua Caçoila Pintor José Maria,N101,Jam,Moderate,650,126,2018-10-19,19:45:01
queuing traffic,,Fermentões,Rua Caçoila Pintor José Maria,N101,Jam,Moderate,880,155,2018-10-19,19:45:01
stationary traffic,,Rua da Remolha,Rua Caçoila Pintor José Maria,N101,Jam,Moderate,530,114,2018-10-19,19:45:01
queuing traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Moderate,610,148,2018-10-19,19:45:01
stationary traffic,,N101,Urgezes,,Jam,Moderate,690,219,2018-10-19,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Rua do Centro / Rua Comandante José Luís de Pina,,Jam,Moderate,370,145,2018-10-19,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,260,158,2018-10-19,19:45:01
stationary traffic,,N105,Avenida Conde Margaride / Largo Comandante José de Pina (N101),,Jam,Moderate,360,124,2018-10-19,19:45:01
stationary traffic,,Rua Doutor Bento Cardoso / Rua da Liberdade,Largo 25 de Abril (N101),,Jam,Major,190,180,2018-10-19,19:45:01
stationary traffic,,Autoestrada Famalicão-Guimarães (A11) / Rua 25 de Abril,Rua das Eiras / Rua Miradouro de Baixo,N206,Jam,Major,400,207,2018-10-19,19:45:01
stationary traffic,,Rua da Nossa Senhora da Conceição,Alameda Doutor Alfredo Pimenta,N101,Jam,Major,280,141,2018-10-19,19:45:01
queuing traffic,,Rua Dom Cristovão de São Boaventura,Largo da República do Brasil,N101,Jam,Moderate,380,108,2018-10-19,19:45:01
stationary traffic,,Praça Cidade Igualada / Rua Carlos Malheiro Dias,Rua Doutor José Sampaio,,Jam,Major,230,109,2018-10-19,19:45:01
stationary traffic,,Quinta de Vilaverde,Urgezes,,Jam,Moderate,390,110,2018-10-19,19:45:01
stationary traffic,,Rua de Santa Eulália (N101),Rua 25 de Abril (N206),,Jam,Major,860,166,2018-10-19,19:45:01
stationary traffic,,Largo Cónego José Maria Gomes,Largo da República do Brasil,N101,Jam,Moderate,230,123,2018-10-19,19:45:01
stationary traffic,,Praça Cidade Igualada / Rua Carlos Malheiro Dias,Rua Comendador Joaquim São Oliveira,,Jam,Major,220,131,2018-10-19,19:45:01
stationary traffic,,Praceta Cidade de Kaiserslautern,Praça Cidade Igualada / Rua Carlos Malheiro Dias,,Jam,Major,320,196,2018-10-19,19:45:01
queuing traffic,,Rua de São João Batista,Largo Major de Margaride / Rua de Caneiros,N101,Jam,Moderate,1080,181,2018-10-19,19:45:01
stationary traffic,,Fermentões,Rua Caçoila Pintor José Maria,N101,Jam,Moderate,880,193,2018-10-19,19:45:01
queuing traffic,,Rua da Remolha,Rua Nossa Senhora de Fátima,N101,Jam,Moderate,590,100,2018-10-18,19:45:01
slow traffic,,Estrada Nacional 105,Travessa Nossa Senhora da Conceição,,Jam,Moderate,500,47,2018-10-18,19:45:01
queuing traffic,,Rua da Breia,Creixomil,N105,Jam,Moderate,1100,160,2018-10-18,19:45:01
stationary traffic,,Rua da Remolha,Rua Nossa Senhora de Fátima,N101,Jam,Moderate,800,195,2018-10-18,19:45:01
slow traffic,,Estrada Nacional 105,Travessa Nossa Senhora da Conceição,,Jam,Moderate,380,35,2018-10-18,19:45:01
stationary traffic,,Rua de Fervenças,Rua 25 de Abril (N206),,Jam,Major,480,110,2018-10-18,19:45:01
stationary traffic,,Rua da Remolha,Rua Nossa Senhora de Fátima,N101,Jam,Moderate,640,176,2018-10-18,19:45:01
stationary traffic,,Largo Cónego José Maria Gomes,Largo da República do Brasil,N101,Jam,Major,230,164,2018-10-18,19:45:01
queuing traffic,,Rua de Angola,Creixomil,N105,Jam,Moderate,1150,225,2018-10-18,19:45:01
stationary traffic,,Rua da Remolha,Rua Nossa Senhora de Fátima,N101,Jam,Moderate,640,176,2018-10-18,19:45:01
stationary traffic,,Rua de Santa Eulália (N101),Rua 25 de Abril (N206),,Jam,Moderate,1760,235,2018-10-18,19:45:01
stationary traffic,,Rua da Estrada Nacional 105 / Rua Santo Amaro,Creixomil,N105,Jam,Moderate,1330,290,2018-10-18,19:45:01
stationary traffic,,Fermentões,Rua Nossa Senhora de Fátima,N101,Jam,Moderate,960,236,2018-10-18,19:45:01
slow traffic,,Rua dos Cuteleiros (N206),Rua António da Costa Guimarães,N105,Jam,Moderate,290,34,2018-10-18,19:45:01
stationary traffic,,Rua de Santa Eulália (N101),Rua 25 de Abril (N206),,Jam,Moderate,1760,270,2018-10-18,19:45:01
stationary traffic,,Rua Dona Constança de Noronha,Alameda de São Dâmaso,N101,Jam,Major,330,235,2018-10-18,19:45:01
queuing traffic,,N101,Rua do Centro / Rua Comandante José Luís de Pina,,Jam,Minor,540,120,2018-10-18,19:45:01
stationary traffic,,Rua Dona Constança de Noronha,Largo da República do Brasil,N101,Jam,Major,320,226,2018-10-18,19:45:01
stationary traffic,,Rua de Santa Eulália (N101),Rua 25 de Abril (N206),,Jam,Major,840,193,2018-10-18,19:45:01
stationary traffic,,Rua da Remolha,Rua Nossa Senhora de Fátima,N101,Jam,Moderate,800,221,2018-10-18,19:45:01
queuing traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Moderate,620,151,2018-10-18,19:45:01
stationary traffic,,Urgezes,Largo da República do Brasil (N101),,Jam,Moderate,550,158,2018-10-18,19:45:01
stationary traffic,,Fermentões,Rua Nossa Senhora de Fátima,N101,Jam,Moderate,930,228,2018-10-18,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Moderate,510,143,2018-10-18,19:45:01
queuing traffic,,Rua dos Cuteleiros (N206),Rua António da Costa Guimarães,N105,Jam,Moderate,220,38,2018-10-18,19:45:01
stationary traffic,,Alameda da Universidade,Praceta de São Pedro,N309,Jam,Major,350,145,2018-10-18,19:45:01
stationary traffic,,Rua de Santa Eulália (N101),Rua 25 de Abril (N206),,Jam,Moderate,840,139,2018-10-18,19:45:01
queuing traffic,,Largo Major de Margaride / Rua de Caneiros,Rua Caçoila Pintor José Maria,N101,Jam,Moderate,570,96,2018-10-18,19:45:01
stationary traffic,,Praça Cidade Igualada / Rua Carlos Malheiro Dias,Rua Doutor José Sampaio,,Jam,Major,230,177,2018-10-18,19:45:01
stationary traffic,,Largo Major de Margaride / Rua de Caneiros,Rua Caçoila Pintor José Maria,N101,Jam,Moderate,400,108,2018-10-18,19:45:01
stationary traffic,,N101,Urgezes,,Jam,Moderate,520,198,2018-10-18,19:45:01
stationary traffic,,N101,Rua Rainha Dona Maria II,,Jam,Major,240,239,2018-10-18,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,370,179,2018-10-18,19:45:01
queuing traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Moderate,690,144,2018-10-18,19:45:01
